mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,zcr,rmse,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast_0,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tempo,label
-65.49446106,107.7465897,3.946702719,19.50737,9.578486443,1.898845315,-0.435085446,0.506370902,3.494177103,5.411912441,1.478421092,0.002205878,1.031166673,0.074106025,0.237957582,1975.229153,2422.84253,4251.651287,17.89852807,15.92754367,20.56271431,20.74200137,21.36900387,19.05847423,15.58400503,0.240758687,0.376019865,0.453112572,0.296205878,0.425959468,0.28008315,0.42049098,0.271501094,0.280499071,0.390556753,0.24269411,0.317732543,50.01992035,27.95359993,46.95568085,15.16571712,7.259027958,5.826555252,2.74716568,1.068615317,0.657929003,0.357127517,0.128675267,0.073917061,0.05312315,0.20096442,-0.082548837,-0.008035077,-0.09577026,-0.015273167,-0.012113619,99.38401442,songs
-87.08973694,119.2636032,-10.0560236,25.6634407,0.555734396,-6.377058029,-4.453892708,-1.988247514,-9.55706501,-6.573105335,-2.435429573,-7.044400692,1.311516404,0.074647517,0.219833478,1770.857405,2104.351112,3545.250836,19.92644029,16.42159251,21.11436062,19.97254839,19.05258065,19.11453031,16.47329761,0.262319207,0.214071229,0.329627126,0.190100923,0.249131218,0.31435445,0.215598643,0.270086497,0.267257929,0.492958903,0.299803883,0.166723043,47.97083282,59.29040527,29.04450607,12.25185394,7.401516438,1.697317362,1.343258023,1.311873436,0.709672153,0.140884981,0.058968786,0.041825701,0.012568195,0.16109419,0.143360536,-0.137730762,-0.035431341,-0.0064966,0.021382425,123.046875,songs
-120.0999222,92.12071991,1.535638809,14.12272835,2.734674931,-0.57374084,2.954256058,-3.697390795,0.883751392,-0.528568566,-4.241671562,-2.816738367,-3.238127708,0.082496919,0.183167651,1979.368663,2194.395444,4172.368354,18.67542233,14.65502732,18.25802576,19.24241655,18.4817023,18.2605852,15.61145598,0.341193557,0.249443695,0.232754961,0.41502139,0.239043981,0.284292221,0.177988783,0.278024107,0.431626529,0.261732668,0.392656147,0.243156701,37.91132736,18.63264465,10.48461819,17.1197052,7.653371811,3.718302965,2.315711975,1.077365518,0.751540959,0.405459166,0.224917427,0.140646502,0.107125029,-0.207877341,0.083325712,-3.42E-05,0.068996964,-0.020056994,-0.000566088,95.703125,songs
-242.1963043,78.80609131,18.60997963,20.10003281,8.387355804,2.325593472,0.636486709,3.478875637,-2.53316164,-0.896325111,-0.911112845,-2.575129747,-1.949146628,0.099161624,0.076873437,2415.791175,2616.853418,5141.800307,19.96891759,16.26981726,19.70762397,19.50293672,18.76582977,18.18517592,16.44133153,0.255418956,0.230573684,0.265132248,0.364750683,0.432454914,0.272818714,0.298456162,0.244869441,0.264879793,0.326568246,0.334745198,0.398737282,9.300974846,3.508383989,2.174699306,1.365625858,0.989413857,0.443396449,0.120396964,0.102241293,0.054684978,0.027445553,0.019089501,0.019191809,0.013478581,0.008109102,-0.067001537,0.051773632,-0.007402947,0.003010615,0.005009483,117.4538352,songs
-130.7177277,100.0675964,13.010993,19.42606163,15.98997498,-1.178548098,-1.11756134,1.043437719,-0.495381325,-0.969805539,-1.750707269,-2.08009243,2.060107231,0.057812702,0.17881161,1904.209976,2489.940414,4247.590477,22.36874885,18.0342192,21.89857202,21.07300993,20.08982682,18.79821569,16.22854654,0.348172396,0.32523188,0.199822739,0.226488158,0.221777335,0.365433186,0.257124484,0.270311475,0.357451856,0.33652544,0.452522844,0.284014791,43.55216217,17.68733215,8.260762215,3.334107637,1.972523808,1.079671144,0.752173007,0.374348491,0.186205596,0.068594366,0.034128692,0.025493078,0.020083189,-0.255003627,0.101218818,-0.050183533,-0.070249186,0.027384612,-0.030714348,143.5546875,songs
-94.67402649,105.2890091,-6.003088474,13.26246929,5.662719727,-4.640058517,-2.948589325,-4.841082096,-4.753902435,-3.918317318,-1.207011104,-4.068529129,-1.124992013,0.089798298,0.173769593,2054.681182,2403.588967,4216.1359,19.30257588,16.39266439,20.69420912,20.0911376,20.17503517,19.65376941,18.48033597,0.232438192,0.30020839,0.181532025,0.270969033,0.197945878,0.230447575,0.440487623,0.230302334,0.287313014,0.180778906,0.298400134,0.495058984,40.48385239,33.60214233,17.88803864,5.290819645,4.773302555,2.678212404,1.848101735,0.876714647,0.394479424,0.144999579,0.055758059,0.029328818,0.025280783,-0.089020276,-0.286559683,0.113065616,-0.065225536,-0.02519676,0.005037947,112.3471467,songs
-82.38195038,101.8327484,10.96686268,17.39298248,11.09400463,10.99449444,2.800972462,3.247891188,3.266986847,4.621896744,1.234286904,1.518710971,0.180006132,0.058134911,0.247911483,1881.152243,2468.078433,4283.194457,20.21470905,17.38654993,21.52064855,20.16212615,20.44299973,18.45928776,16.63499394,0.315862983,0.247499987,0.302196562,0.474117517,0.352861226,0.352877229,0.24070482,0.364372432,0.447951764,0.316484779,0.438762546,0.26452589,66.83535004,22.77124977,11.25535679,5.232530117,4.545872688,3.193554878,1.297318459,0.682093322,0.299508631,0.164491758,0.073167279,0.054673564,0.033849504,-0.184229061,0.07567733,0.021447845,0.020584642,0.001821259,0.01599131,129.1992188,songs
-108.2478104,86.18650055,-5.110286713,25.66866875,6.341223717,1.454474449,2.834828377,0.763213515,1.886613011,0.425961822,-2.373972416,-2.029367447,-4.393602848,0.095012129,0.179180875,2149.159969,2317.156875,4458.248588,18.59597916,16.6051561,19.90357122,20.47947485,20.23801233,19.41189119,16.17784213,0.205686867,0.224240556,0.194909036,0.323632807,0.54285115,0.278371364,0.318937302,0.24623391,0.37508297,0.24790056,0.229794398,0.391036838,35.76011658,12.85076046,12.71482563,13.4173069,6.133725643,4.540530205,3.144885778,1.76086235,0.955420673,0.417605966,0.180388272,0.073911451,0.041916545,0.154918984,-0.235144306,0.026480273,0.176828375,0.029791672,-0.026099528,161.4990234,songs
-302.883667,125.583725,21.9620018,30.58064842,-4.889728546,15.2252779,-12.35410881,8.944495201,-14.33014965,1.062092304,-14.87432671,5.279272556,-6.702875614,0.054283087,0.036657244,1558.980163,2117.297365,3493.315558,18.67775093,16.23381329,21.46895669,20.20754381,18.38106219,17.23296967,27.48615607,0.315685123,0.406320959,0.253225476,0.202801809,0.290890485,0.16152367,0.183564544,0.197348014,0.414806247,0.698132515,0.42745775,0.508207023,1.854666114,0.998560011,0.254605412,0.118520871,0.042429168,0.016873056,0.009935537,0.004661406,0.003606196,0.002273232,0.002194805,0.001600657,0.001045701,0.199275312,-0.121071288,-0.105693109,0.013846481,-0.013411495,0.021986966,117.4538352,songs
-270.1816101,60.74715805,26.8386116,19.63616943,14.77084351,5.513197422,-0.619710922,-2.59358263,-6.702621937,3.615591526,3.915296793,-0.780165493,2.61719656,0.1454753,0.042222019,3216.360782,3131.873973,7074.419752,18.03428092,14.90550931,20.99588094,22.25676353,22.39457446,21.2959299,18.88428496,0.291239172,0.288393736,0.243838459,0.218037859,0.335584581,0.373746485,0.464053571,0.248437643,0.193067253,0.202426046,0.250161737,0.490128666,2.551772833,1.670500636,1.837466598,0.313310981,0.139429078,0.112567253,0.066328079,0.039677981,0.029461319,0.022057725,0.025894647,0.029464999,0.02024124,0.089431673,-0.144749421,0.090795586,-0.102830641,-0.028689272,0.010929472,99.38401442,songs
-192.7454071,121.8377609,28.92543983,9.38164711,1.580070376,-12.12851334,-10.58674622,-7.258814812,-2.119365931,-0.694012821,-6.480674744,-10.15647697,-6.297082901,0.060513186,0.09733294,1795.623505,2486.403537,3811.162158,17.39480537,16.62871787,18.98611775,21.71965205,21.03609907,19.84902445,18.03078991,0.290503591,0.210181221,0.382767379,0.276086092,0.48784405,0.222694099,0.31372565,0.445665151,0.200649038,0.241118774,0.200710744,0.388517737,13.63819599,7.867276192,3.745598078,1.402027726,0.226966411,0.304363281,0.109977566,0.041444883,0.030465608,0.021661341,0.018540261,0.017067047,0.015865698,0.205744935,-0.01723242,0.103523857,-0.030504206,-0.032015486,-0.028474406,80.74951172,songs
-284.0709229,85.69708252,31.7664032,8.940574646,9.12575531,1.70405817,8.594895363,4.900406361,-7.622522354,-2.836147308,-4.415766239,-1.858252168,2.287786961,0.085155967,0.06852328,2024.439944,2352.558478,4249.251045,18.10331144,16.17157499,21.06757427,21.13870344,18.34963719,17.98199872,15.81279831,0.277716756,0.302521914,0.225523904,0.218826979,0.351637065,0.18539378,0.156891227,0.174015507,0.328358978,0.51062578,0.33312732,0.398079187,7.10045433,2.747462034,1.002412081,2.257760286,1.677335858,0.132200956,0.030742971,0.018432105,0.01844768,0.012974391,0.011979245,0.014686864,0.016026217,0.17640018,-0.098456083,-0.091979667,0.038750542,-0.001687579,0.008300356,117.4538352,songs
-227.3941956,108.8296585,25.53054428,-5.388345242,11.73465633,-0.882638991,0.43763715,-7.218651772,-9.580127716,-2.516675949,-6.678329468,-2.396369457,-0.902622521,0.084553009,0.055480637,2179.784565,2716.096267,5143.530999,18.01544284,15.33517558,19.7081768,19.14035673,19.50308571,18.46271924,16.59119779,0.33253625,0.222854793,0.297705948,0.307041794,0.531650245,0.253074676,0.175905257,0.307408988,0.358039886,0.587133467,0.274727613,0.263678998,4.309460163,3.024393797,1.033320189,0.512031972,0.43597877,0.165890768,0.069877066,0.025609603,0.014829863,0.008185043,0.005430543,0.013481265,0.011938802,0.19331811,0.029316988,-0.067564953,0.147309362,0.019632432,0.03011793,123.046875,songs
-210.9501495,99.62713623,7.307241917,17.94902039,8.99701786,11.63756371,8.732600212,7.437702179,5.076541901,4.552067757,6.854362965,6.464330673,4.351288319,0.083499376,0.051194254,2209.709555,2558.455563,4815.774645,17.35760032,12.04924061,14.40900846,15.09317665,15.73887913,16.06930468,15.72042229,0.509333134,0.541382968,0.598909676,0.728078961,0.588105202,0.581702948,0.575303316,0.522479832,0.500318468,0.524608672,0.551236331,0.505685151,2.932234526,0.598067403,0.407501072,0.308466256,0.232174009,0.12342833,0.059580639,0.043580845,0.027096394,0.017581014,0.01284295,0.008166875,0.006513321,-0.013910827,0.01922706,0.016132705,-0.004535707,-0.011159952,0.011173358,107.6660156,fights
-66.13624573,82.1529007,8.292100906,14.52984715,2.925116062,3.094887495,-0.79458034,1.50282228,-2.713381052,0.861142933,1.321908355,2.576632977,0.662228942,0.129355074,0.144634306,2768.800362,2860.379043,6083.138497,16.39138988,11.88424943,15.2655916,15.6637667,16.29875358,15.93856006,14.65602495,0.438594788,0.453947634,0.482967496,0.552152336,0.453579545,0.450405926,0.444923252,0.464840978,0.537813723,0.465206236,0.48933354,0.479498088,21.1697464,13.8937397,8.003412247,3.553796291,3.08412838,1.812857628,1.262966514,1.20497179,0.615795493,0.36517781,0.223705918,0.157603145,0.080533698,-0.016779715,0.012607601,-0.006823525,-0.013945424,1.73E-05,0.000125059,112.3471467,fights
-232.8133698,108.3961563,-7.867071629,7.984706879,-1.182798624,8.531412125,0.170166045,2.17935729,-3.640513897,0.001034567,-0.872025013,0.600828588,-3.775530338,0.088902323,0.044106726,1947.388676,2203.294361,4070.528241,19.59987232,12.69056924,15.62159377,15.75178173,16.81928293,16.49820014,18.11116413,0.428818285,0.429175019,0.50321579,0.451943189,0.469961971,0.45052734,0.422851831,0.442883432,0.435637385,0.502886534,0.417587906,0.413042068,2.668555975,1.046473622,0.697934985,0.621036351,0.455009431,0.234746531,0.082982779,0.043203764,0.020681992,0.013586682,0.009664031,0.007158343,0.004595364,0.056023112,0.050615351,-0.006606362,-0.000120709,-0.013541204,0.007957811,117.4538352,fights
